H2AK5ac,1.578338881624846
H2AS129ph,1.5565585251978948
H3K14ac,1.5686512515556739
H3K18ac,1.5458162447723856
H3K23ac,1.558594638113782
H3K27ac,1.572619007928434
H3K36me,1.5775048122536677
H3K36me2,1.5835829186844887
H3K36me3,1.5763909393758413
H3K4ac,1.5404791100110722
H3K4me,1.5624383403416031
H3K4me2,1.5832656337164734
H3K4me3,1.5320889689883557
H3K56ac,1.5633317016050021
H3K79me,1.5814542294228455
H3K79me3,1.5828553624972188
H3K9ac,1.5531286572613403
H3S10ph,1.5477750166252007
H4K12ac,1.5810376294362614
H4K16ac,1.556063030807215
H4K20me,1.5583997875925262
H4K5ac,1.5766446564322936
H4K8ac,1.5774219674334304
H4R3me,1.5824013996291661
H4R3me2s,1.5681752474975834
Htz1,1.5575463193843104
